Feature ID	Taxon	Confidence
e22001fa72c3435942d2d043c185fde0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Elsterales; f__uncultured; g__uncultured; s__	0.9091743822192296
33113bb1e4b050a47b73de6020c6a69b	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae	0.9999961036179597
9bf8be0ce4644e569ff3e65c90e9ef7a	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales; f__Acidobacteriaceae_(Subgroup_1); g__Granulicella; s__	0.9570504139879248
3ec56ef5703fa913152cc15d872a6a66	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__Mitochondria; s__	0.9999640422995234
a61d01d2bc053a196c84e0666e06fdc3	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__uncultured; s__	0.9999406650705139
23e303f3204c628ecf73e4fa764b0968	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__Mitochondria; s__	0.9999992524070175
66b424e65389af3ee54e68b4fb2f5eea	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Methylacidiphilales; f__Methylacidiphilaceae; g__uncultured; s__	0.9999999999934488
394a723359e3c024caf2e91ed99eb801	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__Mitochondria; s__	0.999986703267478
01d73855e323e3b2a662fa92d2580673	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Hyphomicrobium; s__	0.8828854992806374
42240b7128e3efe81f9e843c16f8d5d9	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales; f__Acidobacteriaceae_(Subgroup_1)	0.9999984129518387
a9491fd44aeaf14f0ca1f4d0ce958f66	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Mucilaginibacter; s__	0.9986761476256877
c377f6b6aba55f56aa0ec91e86e5cb97	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales; f__Acidobacteriaceae_(Subgroup_1); g__Granulicella; s__	0.9949184702110452
7afb4739f7f08b7bcee72823ebc24148	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	0.9980159180172847
2a4926619a26b72a7b9925f0c682289d	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Micropepsales; f__Micropepsaceae; g__uncultured; s__	0.999163904829007
4429b62e7fddb245cf35f8008bb316c5	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae	0.9999999326317653
00992122e22fa7048ddab3df4888aa2b	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium_sensu_stricto_13; s__	0.9124218086104637
5834f1a860b398e01a749e685154c764	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Frankiales; f__Frankiaceae; g__Jatrophihabitans; s__	0.999987533004864
b34c12d9c9d03ce45249ec21119818cd	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	0.8881578174716958
39ec9c4b1b5cfbe57bc423e646c1db89	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__	0.9197805897085835
161c5b1eaa7ff44f257fb9abbb3adaa5	d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__BIrii41; g__BIrii41; s__	0.9999999732434052
a06f49080b9a0d9af90a849e7b3feca8	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Pectobacteriaceae; g__uncultured; s__	0.9838464131916945
711e2d143a8e16581d93e6f511c10865	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Caproiciproducens; s__	0.9709601725034757
d546f7ed6b1b4df9209273503e601715	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium; s__	0.9723082716201794
450f6ef26526a2a31f9bd8488bb98b87	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae	0.9999243790829602
afcde1abe65c934a36e6abb394235db7	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia-Caballeronia-Paraburkholderia; s__	0.9948644269457562
d8f9a6e255a382ff49fc8519c789fdd8	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Caproiciproducens; s__	0.9995983837194534
645ccf1c6e588b103b5beb2b7b9f47d7	d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Sporomusaceae	0.9683237756050572
14aaeccec9b4dde54826bda78c385e3e	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Conexibacter; s__	0.9720650789011643
1e3c373c4820cf4b7823e86fbc2e1f41	d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Sporomusaceae; g__Pelosinus; s__	0.9999999969057427
8da9f158e42525403ffe1f2b254d1ef7	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae	0.999999977253506
d3ec7089b4806bac802b03c7662be000	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Corynebacteriales; f__Mycobacteriaceae; g__Mycobacterium; s__	0.9999991642351855
a0c53f77b6fcaf08e3400a4660bf21da	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__Roseiarcus; s__	0.9999994992115663
e1a745200deaf2f4439b7ae1c7f6a10e	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__	0.8340776279948986
1380dbbe9cf7b77152d89be171494f3e	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Gryllotalpicola; s__	0.9999998663940719
52d73ee63f07ec403fac79f6c75561e9	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Puia; s__	0.8815682211422746
7ef510fe49b39d825f8e4568e5ff9cde	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Conexibacter; s__	0.9661459345871953
0e2c328a16d43c52b38028affb1d29e4	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Mucilaginibacter; s__	0.9927002372423951
