# Constructed from biom file
OTU ID	sample_006A	sample_006B	sample_006C	sample_006X	sample_007A	sample_007B	sample_007C	sample_007X	sample_031A	sample_031B	sample_031C	sample_031X	sample_044A	sample_044B	sample_044C	sample_044X	sample_049A	sample_049B	sample_049C	sample_049X	sample_055A	sample_055B	sample_055C	sample_055X	sample_069A	sample_069B	sample_069C	sample_069X	sample_106A	sample_106B	sample_106C	sample_106X	sample_110A	sample_110B	sample_110C	sample_110X	sample_116A	sample_116B	sample_116C	sample_116X
f42a1d91bbbf494d37092c13f7458b67	0.0	0.0	0.0	0.0	50.0	2392.0	57.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	53.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	404.0	8.0	1565.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
50999ba8c578fff43a95f2ed37f3871f	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	154.0	228.0	2097.0	6.0	423.0	317.0	25.0	2.0	0.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0	20.0	630.0	30.0	0.0	0.0	0.0	0.0	6.0	9.0	0.0	0.0	0.0
5fe994525cc3197f4a08ba96fb61cdc7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1200.0	2000.0	622.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
72524d25b78c23ad4c1cf8153e3a28f5	0.0	0.0	1.0	0.0	1493.0	2250.0	9.0	32.0	3.0	0.0	0.0	30.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	13.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
f52547de297813ce255199b434352b0c	0.0	0.0	0.0	58.0	0.0	0.0	0.0	8.0	814.0	394.0	734.0	0.0	5.0	7.0	9.0	301.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	342.0	0.0	0.0	0.0	0.0	0.0	532.0	17.0	0.0	0.0	0.0	0.0	185.0	12.0	13.0	0.0	233.0
d2eefb62528682588b7f356550dfadaf	80.0	0.0	5.0	26.0	0.0	0.0	0.0	0.0	111.0	67.0	35.0	0.0	143.0	0.0	509.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	87.0	4.0	0.0	0.0	1.0	0.0	43.0	4.0	2415.0	31.0	0.0	0.0	0.0	73.0	8.0	6.0	0.0	26.0
03b9e3a2c64f1789c0cc8d2ae3758266	0.0	0.0	0.0	0.0	277.0	0.0	3297.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0
7220c29e277d322a2189f65718965fd4	0.0	0.0	0.0	0.0	719.0	2892.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
48cecff7aabcb48132327a7168356b2f	7.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	221.0	306.0	148.0	24.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	15.0	2623.0	154.0	13.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	5.0
1de25095fb7ea598aed9bc6a624a984c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	3066.0	208.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d246b0186f82e69e9148fd155750aff0	226.0	32.0	51.0	376.0	1.0	0.0	19.0	77.0	289.0	97.0	131.0	10.0	1.0	0.0	18.0	97.0	0.0	0.0	12.0	145.0	26.0	94.0	54.0	33.0	7.0	24.0	21.0	1.0	93.0	22.0	12.0	58.0	25.0	209.0	240.0	205.0	97.0	63.0	136.0	293.0
37717822b5007d636b9abe333befd2af	9.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	812.0	497.0	875.0	0.0	91.0	20.0	774.0	11.0	24.0	25.0	16.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	13.0	20.0	0.0	0.0	42.0
694b558281ba714388e595e83d511f4b	19.0	8.0	123.0	22.0	0.0	0.0	22.0	4.0	994.0	864.0	207.0	0.0	0.0	0.0	48.0	10.0	0.0	0.0	36.0	7.0	41.0	0.0	53.0	11.0	0.0	357.0	19.0	0.0	223.0	0.0	0.0	28.0	6.0	0.0	11.0	28.0	51.0	0.0	37.0	36.0
056654375084a56aca09c95b43fa9283	0.0	0.0	0.0	0.0	1674.0	1271.0	167.0	16.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	12.0	4.0	7.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	3.0
898b1259a9bb69f8fee560e15e67d74b	14.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	25.0	17.0	21.0	0.0	908.0	1004.0	587.0	13.0	181.0	256.0	88.0	20.0	2.0	0.0	0.0	7.0	0.0	0.0	2.0	0.0	41.0	0.0	7.0	6.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	12.0
84bdae1c250af9e8e690a7275372b15d	0.0	0.0	0.0	0.0	12.0	0.0	3193.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5d1725beef3d61b41155f4898c8b94ce	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2991.0	134.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
59f07f00b3fcade6126307a2c85f18e5	0.0	0.0	0.0	6.0	10.0	0.0	298.0	1.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	8.0	0.0	8.0	129.0	5.0	0.0	0.0	0.0	5.0	17.0	425.0	212.0	0.0	1797.0	2.0	3.0	11.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2c5221dc21210395fbd6e51eed7e4809	0.0	0.0	0.0	0.0	478.0	2340.0	46.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	8.0	0.0	1.0	0.0	0.0
5ca5cf1100244b6525cbc8d9f0804fba	0.0	0.0	0.0	4.0	8.0	0.0	58.0	28.0	0.0	0.0	0.0	20.0	0.0	2.0	0.0	26.0	0.0	0.0	34.0	10.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	6.0	216.0	2170.0	172.0	0.0	0.0	19.0	0.0	26.0	0.0	18.0	0.0	5.0
b6ba3b891a832fb26ef1e361509bef07	0.0	439.0	23.0	0.0	267.0	5.0	1544.0	6.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	19.0	0.0	2.0	149.0	8.0	0.0	0.0	0.0	4.0	0.0	0.0	247.0	7.0	0.0	6.0	3.0	4.0	0.0	7.0	0.0	14.0	0.0	0.0	0.0	3.0
95faabd174c63961cafc6fc9435ca94d	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	381.0	440.0	1867.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
53bdb4e77faf2ee275cd119114d9f4bd	37.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	1116.0	402.0	606.0	0.0	22.0	0.0	137.0	11.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	5.0	5.0	0.0	0.0	0.0	0.0	207.0	0.0	0.0	124.0
3dc06da344d2f0f7c0d6a0112d95173b	0.0	0.0	0.0	4.0	0.0	0.0	2.0	0.0	563.0	539.0	237.0	0.0	0.0	21.0	426.0	107.0	252.0	229.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	52.0	0.0	20.0	0.0	0.0	0.0	0.0	213.0	0.0	0.0	0.0	13.0
32ae0f077097900544a0b3af9cf12e07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	22.0	2476.0	126.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1ccf87fbe7cdb3f965d096b07a06dda3	30.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	1082.0	514.0	569.0	0.0	50.0	4.0	112.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	6.0	0.0	7.0	11.0	0.0	0.0	7.0	30.0	5.0	38.0	10.0	80.0
ad70e309856a3300781e84f012dc7cce	303.0	17.0	107.0	155.0	0.0	0.0	0.0	8.0	146.0	95.0	161.0	4.0	0.0	0.0	9.0	33.0	0.0	0.0	0.0	11.0	74.0	161.0	181.0	24.0	2.0	0.0	3.0	0.0	0.0	0.0	4.0	19.0	5.0	25.0	61.0	12.0	291.0	306.0	148.0	170.0
94e657461c093b72c2ece87f790b3862	0.0	0.0	0.0	0.0	315.0	2009.0	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e22001fa72c3435942d2d043c185fde0	7.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	11.0	22.0	19.0	0.0	646.0	542.0	1035.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	4.0	0.0	0.0	11.0	0.0	0.0	66.0
33113bb1e4b050a47b73de6020c6a69b	0.0	8.0	0.0	6.0	0.0	0.0	133.0	99.0	0.0	0.0	0.0	37.0	0.0	0.0	0.0	75.0	0.0	0.0	24.0	67.0	0.0	0.0	0.0	8.0	0.0	7.0	8.0	0.0	598.0	181.0	398.0	15.0	0.0	89.0	133.0	7.0	0.0	145.0	0.0	325.0
9bf8be0ce4644e569ff3e65c90e9ef7a	0.0	0.0	0.0	0.0	0.0	18.0	4.0	0.0	9.0	11.0	35.0	0.0	8.0	26.0	4.0	5.0	0.0	3.0	492.0	2.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	21.0	1603.0	94.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3ec56ef5703fa913152cc15d872a6a66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1372.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	861.0	7.0	25.0	0.0	0.0	0.0	0.0	54.0	0.0	0.0	0.0	0.0
a61d01d2bc053a196c84e0666e06fdc3	15.0	56.0	26.0	43.0	1.0	0.0	0.0	23.0	287.0	225.0	529.0	0.0	0.0	0.0	11.0	35.0	0.0	3.0	377.0	38.0	9.0	0.0	8.0	17.0	0.0	6.0	2.0	0.0	173.0	11.0	37.0	20.0	4.0	18.0	18.0	33.0	23.0	64.0	40.0	98.0
23e303f3204c628ecf73e4fa764b0968	1192.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	5.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	840.0	0.0	0.0	1.0
66b424e65389af3ee54e68b4fb2f5eea	81.0	0.0	4.0	94.0	0.0	0.0	0.0	0.0	185.0	63.0	242.0	0.0	49.0	31.0	72.0	44.0	28.0	15.0	66.0	24.0	0.0	0.0	10.0	27.0	0.0	3.0	6.0	0.0	19.0	511.0	61.0	218.0	2.0	0.0	3.0	104.0	57.0	14.0	0.0	70.0
394a723359e3c024caf2e91ed99eb801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	232.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1827.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
01d73855e323e3b2a662fa92d2580673	2.0	36.0	34.0	127.0	6.0	0.0	8.0	16.0	0.0	0.0	0.0	12.0	0.0	0.0	1.0	23.0	0.0	0.0	0.0	32.0	0.0	0.0	12.0	28.0	0.0	17.0	15.0	0.0	225.0	152.0	182.0	59.0	0.0	350.0	123.0	121.0	4.0	291.0	121.0	92.0
42240b7128e3efe81f9e843c16f8d5d9	0.0	0.0	0.0	117.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	15.0	3.0	808.0	163.0	5.0	6.0	0.0	22.0	0.0	0.0	0.0	259.0	5.0	22.0	18.0	0.0	0.0	167.0	8.0	209.0	0.0	0.0	0.0	98.0	0.0	0.0	0.0	143.0
a9491fd44aeaf14f0ca1f4d0ce958f66	0.0	38.0	41.0	0.0	0.0	0.0	103.0	18.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	81.0	0.0	0.0	577.0	28.0	0.0	0.0	0.0	40.0	4.0	22.0	8.0	0.0	358.0	330.0	30.0	26.0	41.0	0.0	3.0	46.0	157.0	13.0	18.0	25.0
c377f6b6aba55f56aa0ec91e86e5cb97	30.0	34.0	33.0	15.0	0.0	0.0	0.0	10.0	302.0	47.0	152.0	0.0	51.0	38.0	11.0	25.0	0.0	0.0	89.0	24.0	67.0	304.0	37.0	17.0	0.0	0.0	0.0	0.0	145.0	329.0	25.0	43.0	30.0	3.0	5.0	0.0	42.0	20.0	61.0	23.0
7afb4739f7f08b7bcee72823ebc24148	0.0	0.0	0.0	8.0	243.0	2.0	1644.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	9.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	43.0	0.0	0.0	0.0	4.0	0.0	0.0	9.0	2.0	0.0	0.0	2.0	0.0	0.0
2a4926619a26b72a7b9925f0c682289d	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	27.0	2.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	12.0	1692.0	141.0	20.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	29.0
4429b62e7fddb245cf35f8008bb316c5	0.0	8.0	0.0	12.0	0.0	0.0	8.0	7.0	263.0	108.0	79.0	0.0	9.0	0.0	80.0	24.0	77.0	285.0	682.0	92.0	0.0	0.0	9.0	24.0	0.0	0.0	3.0	4.0	96.0	0.0	15.0	17.0	0.0	0.0	0.0	8.0	7.0	0.0	0.0	27.0
00992122e22fa7048ddab3df4888aa2b	0.0	0.0	0.0	2.0	371.0	1218.0	90.0	6.0	0.0	1.0	0.0	8.0	0.0	0.0	0.0	58.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	4.0	13.0	62.0	52.0	10.0	12.0	0.0	5.0	0.0	0.0	0.0	3.0	2.0	0.0	4.0	5.0	14.0
5834f1a860b398e01a749e685154c764	19.0	82.0	101.0	75.0	0.0	0.0	57.0	34.0	5.0	0.0	0.0	12.0	0.0	0.0	0.0	74.0	0.0	0.0	118.0	123.0	0.0	63.0	30.0	17.0	0.0	10.0	10.0	0.0	445.0	7.0	69.0	39.0	32.0	58.0	138.0	28.0	0.0	172.0	55.0	62.0
b34c12d9c9d03ce45249ec21119818cd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	806.0	1125.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
39ec9c4b1b5cfbe57bc423e646c1db89	0.0	0.0	0.0	0.0	5.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	2.0	3.0	1729.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.0	18.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0
161c5b1eaa7ff44f257fb9abbb3adaa5	0.0	52.0	52.0	106.0	1.0	0.0	15.0	262.0	0.0	0.0	0.0	179.0	0.0	0.0	0.0	180.0	0.0	0.0	6.0	26.0	0.0	0.0	0.0	46.0	6.0	15.0	15.0	77.0	85.0	9.0	17.0	39.0	2.0	79.0	98.0	137.0	0.0	80.0	182.0	97.0
a06f49080b9a0d9af90a849e7b3feca8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	84.0	72.0	0.0	14.0	0.0	0.0	0.0	95.0	0.0	0.0	0.0	0.0	0.0	1347.0	30.0	51.0	0.0	0.0	0.0	111.0	0.0	0.0	0.0	26.0
711e2d143a8e16581d93e6f511c10865	0.0	0.0	0.0	0.0	0.0	1766.0	13.0	4.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	8.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
d546f7ed6b1b4df9209273503e601715	0.0	6.0	11.0	0.0	0.0	7.0	70.0	134.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	29.0	2.0	4.0	1245.0	19.0	0.0	0.0	0.0	24.0	0.0	3.0	1.0	18.0	164.0	19.0	0.0	8.0	0.0	0.0	3.0	11.0	0.0	8.0	0.0	13.0
450f6ef26526a2a31f9bd8488bb98b87	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	20.0	42.0	16.0	2.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	10.0	1653.0	41.0	0.0	0.0	0.0	0.0	6.0	0.0	4.0	0.0	2.0
